id,species,enc_id,rec_id,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90
35,Ggr,242,PAM_20200918_124800_000.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030379747,0.020253165,0.075949367,0.111392405,0.025316456,0.02278481,0.010126582,0.015189873,0.027848101,0.012658228,0.005063291,0.010126582,0.005063291,0.002531646,0.017721519,0.012658228,0.027848101,0.025316456,0.027848101,0.050632911,0.065822785,0.02278481,0.025316456,0.015189873,0.015189873,0.012658228,0.015189873,0.015189873,0.015189873,0.073417722,0.055696203,0.030379747,0.005063291,0.043037975,0.002531646,0.002531646,0.010126582,0.007594937,0.025316456,0.005063291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Ggr,600,Grampus_OH_96_T2.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010230179,0.002557545,0.007672634,0.025575448,0.028132992,0.046035806,0.035805627,0.025575448,0.040920716,0.038363171,0.033248082,0.012787724,0.025575448,0.012787724,0.035805627,0.092071611,0.058823529,0.086956522,0.051150895,0.033248082,0.033248082,0.010230179,0.040920716,0.030690537,0.038363171,0.020460358,0.002557545,0.017902813,0.012787724,0.007672634,0.00511509,0.010230179,0.00511509,0.017902813,0.025575448,0.00511509,0.012787724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Ggr,600,Grampus_OH_96_T2.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002583979,0.002583979,0.005167959,0.005167959,0.007751938,0.033591731,0.025839793,0.025839793,0.028423773,0.018087855,0.028423773,0.023255814,0.020671835,0.020671835,0.010335917,0.090439276,0.064599483,0.056847545,0.03875969,0.028423773,0.036175711,0.041343669,0.082687339,0.028423773,0.043927649,0.012919897,0.041343669,0.018087855,0.010335917,0.020671835,0.005167959,0.010335917,0.018087855,0.023255814,0.015503876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028423773,0.023255814,0.002583979,0,0,0,0,0,0
38,Ggr,242,PAM_20200918_124159_999.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041450777,0.031088083,0.005181347,0.002590674,0.002590674,0.046632124,0.044041451,0.051813472,0.106217617,0.129533679,0.10880829,0.077720207,0.025906736,0.018134715,0.018134715,0.010362694,0.012953368,0.002590674,0.005181347,0.002590674,0.005181347,0.005181347,0.023316062,0.015544041,0.018134715,0.015544041,0.015544041,0.023316062,0.031088083,0.044041451,0.025906736,0.028497409,0.005181347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ggr,497,Grampus_OH_96_T3.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0.012820513,0.017948718,0.033333333,0.033333333,0.023076923,0.030769231,0.015384615,0.017948718,0.012820513,0.015384615,0.01025641,0.025641026,0.020512821,0.023076923,0.012820513,0.038461538,0.038461538,0.030769231,0.01025641,0.005128205,0.007692308,0.005128205,0.046153846,0.012820513,0.002564103,0.002564103,0.002564103,0.017948718,0.028205128,0.007692308,0.002564103,0.002564103,0.005128205,0.007692308,0.012820513,0.005128205,0.005128205,0.025641026,0.01025641,0.020512821,0.038461538,0.028205128,0.028205128,0.066666667,0.002564103,0.002564103,0.015384615,0.017948718,0.015384615,0.015384615,0.012820513,0.015384615,0.012820513,0.01025641,0.015384615,0.015384615,0.023076923
40,Ggr,600,Grampus_OH_96_T2.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0.012820513,0.017948718,0.033333333,0.033333333,0.023076923,0.030769231,0.015384615,0.017948718,0.012820513,0.015384615,0.01025641,0.025641026,0.020512821,0.023076923,0.012820513,0.038461538,0.038461538,0.030769231,0.01025641,0.005128205,0.007692308,0.005128205,0.046153846,0.012820513,0.002564103,0.002564103,0.002564103,0.017948718,0.028205128,0.007692308,0.002564103,0.002564103,0.005128205,0.007692308,0.012820513,0.005128205,0.005128205,0.025641026,0.01025641,0.020512821,0.038461538,0.028205128,0.028205128,0.066666667,0.002564103,0.002564103,0.015384615,0.017948718,0.015384615,0.015384615,0.012820513,0.015384615,0.012820513,0.01025641,0.015384615,0.015384615,0.023076923
41,Ggr,242,PAM_20200918_123600_032.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053435115,0.012722646,0.015267176,0.007633588,0.002544529,0.005089059,0,0,0,0,0,0,0.091603053,0.043256997,0.010178117,0.010178117,0.010178117,0.002544529,0.005089059,0.002544529,0.005089059,0,0.005089059,0.010178117,0.005089059,0.007633588,0.045801527,0.015267176,0.005089059,0.005089059,0.010178117,0.022900763,0.025445293,0.017811705,0.015267176,0.03307888,0.061068702,0.091603053,0.03562341,0.017811705,0.030534351,0.040712468,0.048346056,0.017811705,0.020356234,0.025445293,0.020356234,0.017811705,0.010178117,0.007633588,0.002544529,0.005089059,0,0.005089059,0.002544529,0.012722646,0.005089059,0,0.002544529,0.002544529,0.002544529,0.005089059,0.002544529,0.002544529,0,0.002544529,0,0,0,0,0,0,0,0,0
42,Ggr,242,PAM_20200918_124159_999.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018087855,0.108527132,0.069767442,0.056847545,0.082687339,0.051679587,0.023255814,0.018087855,0.067183463,0.074935401,0.012919897,0.036175711,0.012919897,0.028423773,0.025839793,0.018087855,0.015503876,0.002583979,0.002583979,0.002583979,0,0.005167959,0.007751938,0.033591731,0.056847545,0.090439276,0.020671835,0,0,0.005167959,0.043927649,0.007751938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Ggr,242,PAM_20200918_124159_999.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005154639,0.079896907,0.041237113,0.012886598,0.038659794,0.041237113,0.020618557,0.005154639,0.00257732,0.00257732,0.043814433,0.043814433,0.012886598,0.020618557,0.025773196,0.030927835,0.028350515,0.030927835,0.038659794,0.025773196,0.038659794,0.030927835,0.025773196,0.030927835,0.046391753,0.030927835,0.025773196,0.038659794,0,0,0,0,0.005154639,0.007731959,0.012886598,0.007731959,0.007731959,0.012886598,0.00257732,0.010309278,0.06443299,0.048969072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Ggr,497,Grampus_OH_96_T3.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005154639,0.012886598,0.018041237,0.033505155,0.033505155,0.023195876,0.030927835,0.015463918,0.018041237,0.012886598,0.020618557,0.020618557,0.038659794,0.043814433,0.103092784,0.012886598,0.038659794,0.038659794,0.030927835,0.010309278,0.005154639,0.007731959,0.005154639,0.046391753,0.012886598,0.00257732,0.00257732,0.00257732,0.018041237,0.028350515,0.007731959,0.00257732,0.00257732,0.005154639,0.005154639,0,0.005154639,0,0.020618557,0.007731959,0.018041237,0.033505155,0.007731959,0.00257732,0.012886598,0.00257732,0.00257732,0.015463918,0.018041237,0.015463918,0.015463918,0.012886598,0.015463918,0.012886598,0.010309278,0.015463918,0.015463918,0.023195876
45,Ggr,600,Grampus_OH_96_T2.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005154639,0.012886598,0.018041237,0.033505155,0.033505155,0.023195876,0.030927835,0.015463918,0.018041237,0.012886598,0.020618557,0.020618557,0.038659794,0.043814433,0.103092784,0.012886598,0.038659794,0.038659794,0.030927835,0.010309278,0.005154639,0.007731959,0.005154639,0.046391753,0.012886598,0.00257732,0.00257732,0.00257732,0.018041237,0.028350515,0.007731959,0.00257732,0.00257732,0.005154639,0.005154639,0,0.005154639,0,0.020618557,0.007731959,0.018041237,0.033505155,0.007731959,0.00257732,0.012886598,0.00257732,0.00257732,0.015463918,0.018041237,0.015463918,0.015463918,0.012886598,0.015463918,0.012886598,0.010309278,0.015463918,0.015463918,0.023195876
46,Ggr,600,Grampus_OH_96_T2.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028720627,0.018276762,0.028720627,0,0.007832898,0.028720627,0.028720627,0.023498695,0.005221932,0.010443864,0.01305483,0.028720627,0,0.007832898,0.023498695,0.044386423,0.020887728,0.028720627,0.028720627,0.023498695,0.052219321,0.041775457,0.046997389,0.067885117,0.070496084,0.11227154,0.033942559,0.039164491,0.033942559,0.023498695,0.007832898,0.002610966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005221932,0.007832898,0.002610966,0.010443864,0.007832898,0.002610966,0.002610966,0.002610966,0.002610966,0.002610966,0,0.005221932,0,0.007832898,0.007832898,0,0,0,0,0,0,0
47,Ggr,600,Grampus_OH_96_T2.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002610966,0.010443864,0.005221932,0.002610966,0.010443864,0.028720627,0.015665796,0.002610966,0.005221932,0,0.002610966,0.018276762,0.044386423,0.044386423,0.033942559,0.044386423,0.060052219,0.046997389,0.046997389,0.039164491,0.018276762,0.039164491,0.039164491,0.023498695,0.036553525,0.044386423,0.039164491,0.062663185,0.018276762,0.020887728,0.01305483,0.020887728,0.007832898,0.002610966,0.031331593,0.028720627,0.007832898,0.005221932,0.005221932,0.007832898,0.005221932,0.002610966,0.005221932,0.005221932,0.005221932,0.005221932,0.007832898,0.002610966,0.005221932,0.005221932,0.005221932,0.007832898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Lac,713,500_20120718_111617.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005836576,0.001945525,0.001945525,0.001945525,0.001945525,0,0.001945525,0,0,0,0.003891051,0.001945525,0.003891051,0,0.001945525,0.03307393,0.042801556,0.021400778,0.001945525,0.009727626,0,0,0,0,0,0,0.087548638,0.044747082,0.029182879,0.003891051,0,0.001945525,0.036964981,0.027237354,0.09922179,0.046692607,0.023346304,0.015564202,0.009727626,0.005836576,0.042801556,0.011673152,0,0,0,0,0,0,0,0,0,0.054474708,0.011673152,0.025291829,0.025291829,0.025291829,0.023346304,0.038910506,0.019455253,0.015564202,0.013618677,0.011673152,0.019455253,0.019455253,0.005836576,0,0,0,0.003891051,0.007782101,0.003891051,0.005836576,0.007782101,0.009727626,0.007782101,0.021400778
49,Lac,713,500_20120718_111041.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02584493,0.041749503,0.019880716,0.001988072,0,0,0.049701789,0.03777336,0.041749503,0.111332008,0.027833002,0.047713718,0.03777336,0.035785288,0.027833002,0.053677932,0.027833002,0.001988072,0.003976143,0.003976143,0.003976143,0.007952286,0.035785288,0.029821074,0.043737575,0.029821074,0.039761431,0.021868787,0.011928429,0.019880716,0.031809145,0.049701789,0.029821074,0.003976143,0.003976143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003976143,0.001988072,0.009940358,0.021868787,0,0,0,0,0,0,0,0,0
50,Lac,125,PAM_20160630_150844_288.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003875969,0.015503876,0.021317829,0.034883721,0.062015504,0.044573643,0.091085271,0.015503876,0.013565891,0.009689922,0.023255814,0.027131783,0.050387597,0.050387597,0.025193798,0.027131783,0.005813953,0.003875969,0.001937984,0.032945736,0.027131783,0.079457364,0.007751938,0.001937984,0.021317829,0.019379845,0.036821705,0.021317829,0.029069767,0.015503876,0.007751938,0.007751938,0.019379845,0.031007752,0.021317829,0.021317829,0.013565891,0.009689922,0.003875969,0,0,0,0.013565891,0.021317829,0.009689922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Lac,55,MF20050707_091340.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002597403,0.049350649,0.01038961,0.007792208,0.002597403,0.002597403,0.012987013,0.007792208,0.007792208,0.007792208,0.007792208,0,0,0,0.028571429,0.062337662,0.051948052,0.075324675,0.044155844,0.028571429,0.023376623,0.031168831,0.012987013,0.007792208,0.01038961,0.005194805,0.007792208,0.007792208,0.007792208,0.01038961,0.002597403,0.01038961,0.01038961,0.012987013,0.051948052,0.057142857,0.036363636,0.015584416,0.002597403,0,0.005194805,0,0.020779221,0.01038961,0.005194805,0.020779221,0.012987013,0.012987013,0.020779221,0.002597403,0.023376623,0.031168831,0.002597403,0.01038961,0.033766234,0.020779221,0.023376623,0.007792208,0,0,0
52,Lac,55,MF20050707_091340.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002604167,0.002604167,0.026041667,0.002604167,0.002604167,0.002604167,0.002604167,0,0.013020833,0.015625,0.002604167,0.002604167,0.002604167,0.005208333,0.015625,0.0390625,0.005208333,0.0078125,0.002604167,0.005208333,0,0,0.049479167,0.0390625,0.005208333,0.046875,0.09375,0.078125,0,0,0,0.0234375,0.03125,0.002604167,0.002604167,0.020833333,0.002604167,0.0078125,0.03125,0.020833333,0.0390625,0.0703125,0.0546875,0.072916667,0.041666667,0.0078125,0.002604167,0.0234375,0.015625,0.0234375,0.010416667,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0
53,Lac,55,MF20050707_091340.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017948718,0.01025641,0.015384615,0.017948718,0.012820513,0.035897436,0.035897436,0.002564103,0.005128205,0.017948718,0.012820513,0.015384615,0.007692308,0.012820513,0.01025641,0.015384615,0.020512821,0.033333333,0.08974359,0.11025641,0.01025641,0,0.002564103,0.007692308,0.038461538,0.017948718,0.005128205,0.002564103,0.015384615,0.020512821,0.017948718,0.002564103,0.005128205,0.002564103,0.007692308,0.005128205,0.002564103,0.015384615,0.061538462,0.053846154,0.015384615,0.015384615,0.01025641,0.005128205,0.061538462,0.01025641,0,0.007692308,0.005128205,0.007692308,0.005128205,0.005128205,0.005128205,0.01025641,0.002564103,0.002564103,0.007692308,0.002564103,0,0.012820513,0.005128205,0.005128205,0.002564103
54,Lac,55,MF20050707_091340.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002617801,0.04973822,0.010471204,0.010471204,0.005235602,0.013089005,0.018324607,0.013089005,0.010471204,0.018324607,0.018324607,0.007853403,0.005235602,0.015706806,0.068062827,0.062827225,0.054973822,0.073298429,0.044502618,0.047120419,0.028795812,0.044502618,0.018324607,0.002617801,0.015706806,0,0,0,0,0,0,0.005235602,0.002617801,0.002617801,0.007853403,0.041884817,0.02617801,0.015706806,0.002617801,0,0.005235602,0,0.020942408,0.010471204,0.005235602,0.034031414,0.013089005,0.023560209,0.028795812,0.007853403,0.018324607,0.020942408,0,0,0.02617801,0.007853403,0.013089005,0,0,0,0
55,Lac,55,MF20050707_091340.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033942559,0.028720627,0,0,0.023498695,0.018276762,0.007832898,0.007832898,0.01305483,0.015665796,0.020887728,0.049608355,0.015665796,0.018276762,0.026109661,0.046997389,0.041775457,0.044386423,0.036553525,0.028720627,0.049608355,0.018276762,0.010443864,0.018276762,0.039164491,0.01305483,0.033942559,0,0,0.005221932,0.007832898,0.01305483,0.01305483,0.039164491,0.007832898,0.002610966,0.007832898,0.007832898,0.007832898,0.026109661,0.052219321,0.005221932,0.002610966,0.026109661,0.049608355,0.010443864,0.01305483,0.018276762,0.010443864,0,0.002610966,0,0.002610966,0.002610966,0.005221932,0,0,0
56,Lac,713,500_20120718_111617.wav,0,0,0,0,0,0,0,0,0,0,0,0.004,0.034,0,0,0,0,0,0,0,0,0,0,0.008,0.006,0.002,0.006,0.012,0.036,0.018,0.008,0.006,0.014,0.06,0.032,0.016,0.022,0.01,0.01,0.012,0.038,0.024,0.05,0.106,0.054,0.038,0.034,0.066,0.032,0.012,0.018,0.028,0.012,0.034,0.064,0.02,0.004,0.002,0.01,0.008,0.006,0.01,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Lac,55,MF20050707_091340.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265252,0.00530504,0.00265252,0.01061008,0.031830239,0.00795756,0.021220159,0.026525199,0.026525199,0.031830239,0.023872679,0.018567639,0.042440318,0.074270557,0.066312997,0.039787798,0.042440318,0.026525199,0.00795756,0.015915119,0.00265252,0,0.00265252,0.00265252,0.00265252,0,0,0,0,0,0,0,0.074270557,0.053050398,0.034482759,0.053050398,0.026525199,0.015915119,0.01061008,0.00795756,0.00795756,0.018567639,0.015915119,0.01061008,0.00530504,0.00795756,0.00530504,0.00530504,0.00530504,0.013262599,0.00795756,0.00530504,0.013262599,0.018567639,0.037135279,0.01061008,0,0,0
58,Lac,55,MF20050707_091340.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036458333,0.0546875,0.005208333,0.005208333,0.015625,0.020833333,0.026041667,0.067708333,0.013020833,0.005208333,0.013020833,0.0078125,0.052083333,0.041666667,0.075520833,0.046875,0.018229167,0.002604167,0,0,0,0.018229167,0.0078125,0.0078125,0.065104167,0,0,0,0,0.005208333,0.013020833,0.0234375,0.028645833,0.041666667,0.036458333,0.020833333,0.018229167,0,0.013020833,0.010416667,0.026041667,0.020833333,0.005208333,0.044270833,0.026041667,0.015625,0.002604167,0.0078125,0.013020833,0.002604167,0.002604167,0.002604167,0.002604167,0.010416667,0,0,0,0
59,Lac,55,MF20050707_091340.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010638298,0.037234043,0.010638298,0.002659574,0.002659574,0.005319149,0.005319149,0.066489362,0.034574468,0.015957447,0.050531915,0.063829787,0.082446809,0.04787234,0.066489362,0.04787234,0.005319149,0.021276596,0.015957447,0.010638298,0.005319149,0,0,0.002659574,0.005319149,0.042553191,0.074468085,0.050531915,0.04787234,0.018617021,0.021276596,0.066489362,0,0.002659574,0.02393617,0.026595745,0.002659574,0.005319149,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Lac,713,500_20120718_111617.wav,0,0,0,0,0,0,0,0,0,0,0,0,0.012024048,0.058116232,0.022044088,0.02004008,0.014028056,0.022044088,0.016032064,0.008016032,0.014028056,0.004008016,0.012024048,0.012024048,0.008016032,0.012024048,0.014028056,0.012024048,0.014028056,0.03006012,0.004008016,0.01002004,0.022044088,0.172344689,0.006012024,0.002004008,0.034068136,0.092184369,0.0501002,0.01002004,0.002004008,0.002004008,0,0,0,0,0,0.004008016,0,0.002004008,0,0,0,0,0.002004008,0.018036072,0.006012024,0.018036072,0.002004008,0,0,0.002004008,0,0.002004008,0.002004008,0.004008016,0.002004008,0.002004008,0.002004008,0.002004008,0,0,0.002004008,0.006012024,0.002004008,0.042084168,0.106212425,0.008016032,0,0,0.002004008,0,0,0.004008016,0.014028056,0.004008016,0.012024048,0.004008016,0.004008016,0.008016032
61,Lac,55,MF20050707_091340.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010335917,0.012919897,0.015503876,0.010335917,0.002583979,0.028423773,0.043927649,0.074935401,0.051679587,0.007751938,0.005167959,0.005167959,0.012919897,0.015503876,0.015503876,0.012919897,0.005167959,0.041343669,0.025839793,0.015503876,0.095607235,0.108527132,0.129198966,0.080103359,0.043927649,0.010335917,0,0.005167959,0,0,0,0,0.005167959,0.012919897,0.007751938,0.007751938,0.03875969,0.002583979,0.005167959,0.005167959,0.005167959,0.002583979,0.007751938,0.012919897,0,0
62,Lac,713,500_20120718_111041.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012048193,0.020080321,0.012048193,0.020080321,0.032128514,0.022088353,0.058232932,0.030120482,0.022088353,0.034136546,0.004016064,0.010040161,0.024096386,0.02811245,0.02811245,0.072289157,0.040160643,0.02811245,0.082329317,0.098393574,0.128514056,0.046184739,0.002008032,0.002008032,0.004016064,0.014056225,0.034136546,0.030120482,0.002008032,0.002008032,0.002008032,0.008032129,0.02811245,0.016064257,0.002008032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Oor,107,2009-06-28a.wav,0.010582011,0.023809524,0.03968254,0.021164021,0.007936508,0.031746032,0.013227513,0.015873016,0.013227513,0.015873016,0.013227513,0.018518519,0.031746032,0.026455026,0.015873016,0.023809524,0.026455026,0.029100529,0.005291005,0.015873016,0.005291005,0.005291005,0.013227513,0.013227513,0.002645503,0,0,0.015873016,0.018518519,0.015873016,0.018518519,0.047619048,0.055555556,0.026455026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002645503,0.021164021,0.013227513,0.010582011,0.010582011,0.007936508,0.007936508,0.005291005,0.018518519,0.005291005,0.005291005,0.005291005,0.005291005,0.007936508,0.013227513,0.007936508,0.002645503,0,0,0,0,0.002645503,0,0.002645503,0.007936508,0.015873016,0.018518519,0.031746032,0.034391534,0.007936508,0.005291005,0.018518519,0.007936508,0,0.002645503,0.013227513,0.010582011,0.031746032,0,0,0
64,Oor,318,SI20080723_120345.wav,0.01511335,0.060453401,0.057934509,0.010075567,0.060453401,0.083123426,0.068010076,0.062972292,0.052896725,0.042821159,0.098236776,0.050377834,0.01511335,0.040302267,0.04534005,0.032745592,0.042821159,0.037783375,0.047858942,0.022670025,0.020151134,0.032745592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Oor,109,2009-07-01a.wav,0,0,0,0,0,0,0,0,0.058080808,0,0,0.03030303,0.015151515,0.017676768,0,0,0,0,0,0.002525253,0.055555556,0.047979798,0.017676768,0.027777778,0.027777778,0.04040404,0.015151515,0.002525253,0.050505051,0.025252525,0.055555556,0.027777778,0.007575758,0.037878788,0.032828283,0.022727273,0.002525253,0.01010101,0.017676768,0.015151515,0.007575758,0,0,0,0,0.022727273,0.035353535,0,0,0,0.007575758,0.042929293,0.032828283,0.027777778,0.007575758,0.005050505,0.017676768,0.007575758,0.012626263,0.015151515,0.025252525,0.012626263,0.012626263,0.012626263,0.017676768,0.012626263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Oor,109,2009-07-01a.wav,0.028061224,0.06377551,0.025510204,0.028061224,0.056122449,0.017857143,0.020408163,0.017857143,0.017857143,0.007653061,0,0.007653061,0.020408163,0.012755102,0.012755102,0.012755102,0.012755102,0.020408163,0.043367347,0.051020408,0.022959184,0.015306122,0.010204082,0.017857143,0.020408163,0.005102041,0.010204082,0.005102041,0,0,0,0,0,0.005102041,0.020408163,0.020408163,0.020408163,0.038265306,0.012755102,0.007653061,0.012755102,0.012755102,0.056122449,0.00255102,0.010204082,0.033163265,0.017857143,0.025510204,0.022959184,0.00255102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255102,0.005102041,0,0.025510204,0.012755102,0.010204082,0.007653061,0.010204082,0.015306122,0,0.005102041,0,0,0,0,0,0
67,Oor,109,2009-07-01a.wav,0.073490814,0.120734908,0.06824147,0.097112861,0.057742782,0.057742782,0.065616798,0.031496063,0.010498688,0.005249344,0.002624672,0.007874016,0.015748031,0.020997375,0.015748031,0.01312336,0.05511811,0.018372703,0.015748031,0.018372703,0.007874016,0.028871391,0.020997375,0.010498688,0.002624672,0.015748031,0.010498688,0.018372703,0.007874016,0.01312336,0.026246719,0.002624672,0.005249344,0.010498688,0.005249344,0.007874016,0.018372703,0.01312336,0.002624672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Oor,107,2009-06-28a.wav,0.076726343,0.04859335,0.017902813,0.089514066,0.063938619,0.020460358,0.007672634,0.086956522,0.023017903,0.05370844,0.023017903,0.017902813,0.112531969,0.069053708,0.020460358,0.028132992,0,0,0.00511509,0.046035806,0,0,0,0,0,0,0,0.023017903,0.066496164,0.033248082,0,0.007672634,0,0,0,0,0,0,0,0.002557545,0.04859335,0.007672634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Oor,107,2009-06-28a.wav,0.010204082,0.025510204,0.015306122,0,0,0,0,0,0.005102041,0.015306122,0.030612245,0.00255102,0,0,0,0.010204082,0.043367347,0.068877551,0.048469388,0.051020408,0.045918367,0.005102041,0,0,0,0,0,0.00255102,0.007653061,0.007653061,0.00255102,0.028061224,0.094387755,0.017857143,0.005102041,0.025510204,0.025510204,0.051020408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005102041,0.045918367,0.06377551,0.053571429,0.022959184,0.015306122,0.017857143,0.005102041,0.007653061,0.017857143,0.010204082,0.022959184,0.066326531,0,0,0,0,0
